PSnF,PS,PL,PC,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.743,0.709,0.838,0.838,4,25,44,556,0.8,0.0,18,8
0.743,0.709,0.838,0.838,3,26,44,469,0.85,0.0,18,8
0.743,0.709,0.816,0.816,2,31,44,425,0.9,0.0,18,8
0.743,0.709,0.788,0.788,0,38,44,389,0.95,0.0,18,8
0.743,0.709,0.631,0.631,59,7,44,1001,0.5,0.001,18,8
0.743,0.709,0.838,0.838,4,25,44,348,0.8,0.001,18,8
0.743,0.709,0.838,0.838,3,26,44,261,0.85,0.001,18,8
0.743,0.709,0.816,0.816,2,31,44,217,0.9,0.001,18,8
0.743,0.709,0.788,0.788,0,38,44,181,0.95,0.001,18,8
0.743,0.709,0.631,0.631,59,7,44,857,0.5,0.003,18,8
0.743,0.709,0.838,0.838,4,25,44,294,0.8,0.003,18,8
0.743,0.709,0.838,0.838,3,26,44,207,0.85,0.003,18,8
0.743,0.709,0.816,0.816,2,31,44,163,0.9,0.003,18,8
0.743,0.709,0.788,0.788,0,38,44,127,0.95,0.003,18,8
0.743,0.709,0.631,0.631,59,7,44,602,0.5,0.006,18,8
0.743,0.709,0.838,0.838,4,25,44,240,0.8,0.006,18,8
0.743,0.709,0.838,0.838,3,26,44,153,0.85,0.006,18,8
0.743,0.709,0.816,0.816,2,31,44,109,0.9,0.006,18,8
0.743,0.709,0.788,0.788,0,38,44,73,0.95,0.006,18,8
0.743,0.709,0.631,0.631,59,7,44,336,0.5,0.011,18,8
0.743,0.709,0.838,0.838,4,25,44,114,0.8,0.011,18,8
0.743,0.709,0.827,0.827,3,28,44,82,0.85,0.011,18,8
0.743,0.709,0.816,0.816,2,31,44,66,0.9,0.011,18,8
0.743,0.709,0.788,0.788,0,38,44,30,0.95,0.011,18,8
0.743,0.698,0.631,0.631,59,7,44,172,0.5,0.022,18,8
0.743,0.698,0.844,0.844,3,25,44,55,0.8,0.022,18,8
0.743,0.698,0.827,0.827,3,28,44,44,0.85,0.022,18,8
0.743,0.698,0.816,0.816,2,31,44,36,0.9,0.022,18,8
0.743,0.698,0.788,0.788,0,38,44,14,0.95,0.022,18,8
0.743,0.615,0.631,0.631,59,7,44,66,0.5,0.045,18,8
0.743,0.615,0.832,0.832,2,28,44,14,0.8,0.045,18,8
0.743,0.615,0.816,0.816,2,31,44,12,0.85,0.045,18,8
0.743,0.615,0.816,0.816,2,31,44,11,0.9,0.045,18,8
0.743,0.615,0.737,0.737,0,47,44,4,0.95,0.045,18,8
0.743,0.615,0.816,0.816,14,19,44,2,0.5,0.18,18,8
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,18,8
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,18,8
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,18,8
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,18,8
0.743,0.709,0.631,0.631,59,7,46,1182,0.5,0.0,18,10
0.743,0.709,0.838,0.838,4,25,46,533,0.8,0.0,18,10
0.743,0.709,0.838,0.838,3,26,46,446,0.85,0.0,18,10
0.743,0.709,0.816,0.816,2,31,46,410,0.9,0.0,18,10
0.743,0.709,0.788,0.788,0,38,46,373,0.95,0.0,18,10
0.743,0.709,0.631,0.631,59,7,46,975,0.5,0.001,18,10
0.743,0.709,0.838,0.838,4,25,46,326,0.8,0.001,18,10
0.743,0.709,0.838,0.838,3,26,46,239,0.85,0.001,18,10
0.743,0.709,0.816,0.816,2,31,46,203,0.9,0.001,18,10
0.743,0.709,0.788,0.788,0,38,46,166,0.95,0.001,18,10
0.743,0.709,0.631,0.631,59,7,46,847,0.5,0.003,18,10
0.743,0.709,0.838,0.838,4,25,46,282,0.8,0.003,18,10
0.743,0.709,0.838,0.838,3,26,46,195,0.85,0.003,18,10
0.743,0.709,0.816,0.816,2,31,46,159,0.9,0.003,18,10
0.743,0.709,0.788,0.788,0,38,46,122,0.95,0.003,18,10
0.743,0.709,0.631,0.631,59,7,46,603,0.5,0.006,18,10
0.743,0.709,0.838,0.838,4,25,46,227,0.8,0.006,18,10
0.743,0.709,0.838,0.838,3,26,46,140,0.85,0.006,18,10
0.743,0.709,0.816,0.816,2,31,46,104,0.9,0.006,18,10
0.743,0.709,0.788,0.788,0,38,46,67,0.95,0.006,18,10
0.743,0.709,0.631,0.631,59,7,46,334,0.5,0.011,18,10
0.743,0.709,0.838,0.838,4,25,46,107,0.8,0.011,18,10
0.743,0.709,0.827,0.827,3,28,46,81,0.85,0.011,18,10
0.743,0.709,0.816,0.816,2,31,46,67,0.9,0.011,18,10
0.743,0.709,0.788,0.788,0,38,46,30,0.95,0.011,18,10
0.743,0.698,0.631,0.631,59,7,46,174,0.5,0.022,18,10
0.743,0.698,0.844,0.844,3,25,46,52,0.8,0.022,18,10
0.743,0.698,0.827,0.827,3,28,46,44,0.85,0.022,18,10
0.743,0.698,0.816,0.816,2,31,46,36,0.9,0.022,18,10
0.743,0.698,0.788,0.788,0,38,46,13,0.95,0.022,18,10
0.743,0.615,0.631,0.631,59,7,46,68,0.5,0.045,18,10
0.743,0.615,0.832,0.832,2,28,46,16,0.8,0.045,18,10
0.743,0.615,0.816,0.816,2,31,46,14,0.85,0.045,18,10
0.743,0.615,0.816,0.816,2,31,46,13,0.9,0.045,18,10
0.743,0.615,0.737,0.737,0,47,46,5,0.95,0.045,18,10
0.743,0.615,0.816,0.816,14,19,46,1,0.5,0.18,18,10
0.743,0.615,0.615,0.615,0,69,46,0,0.8,0.18,18,10
0.743,0.615,0.615,0.615,0,69,46,0,0.85,0.18,18,10
0.743,0.615,0.615,0.615,0,69,46,0,0.9,0.18,18,10
0.743,0.615,0.615,0.615,0,69,46,0,0.95,0.18,18,10
0.743,0.709,0.631,0.631,59,7,48,1186,0.5,0.0,18,12
0.743,0.709,0.838,0.838,4,25,48,547,0.8,0.0,18,12
0.743,0.709,0.838,0.838,3,26,48,461,0.85,0.0,18,12
0.743,0.709,0.816,0.816,2,31,48,425,0.9,0.0,18,12
0.743,0.709,0.788,0.788,0,38,48,389,0.95,0.0,18,12
0.743,0.709,0.631,0.631,59,7,48,977,0.5,0.001,18,12
0.743,0.709,0.838,0.838,4,25,48,338,0.8,0.001,18,12
0.743,0.709,0.838,0.838,3,26,48,252,0.85,0.001,18,12
0.743,0.709,0.816,0.816,2,31,48,216,0.9,0.001,18,12
0.743,0.709,0.788,0.788,0,38,48,180,0.95,0.001,18,12
0.743,0.709,0.631,0.631,59,7,48,840,0.5,0.003,18,12
0.743,0.709,0.838,0.838,4,25,48,288,0.8,0.003,18,12
0.743,0.709,0.838,0.838,3,26,48,202,0.85,0.003,18,12
0.743,0.709,0.816,0.816,2,31,48,166,0.9,0.003,18,12
0.743,0.709,0.788,0.788,0,38,48,130,0.95,0.003,18,12
0.743,0.709,0.631,0.631,59,7,48,590,0.5,0.006,18,12
0.743,0.709,0.838,0.838,4,25,48,225,0.8,0.006,18,12
0.743,0.709,0.838,0.838,3,26,48,139,0.85,0.006,18,12
0.743,0.709,0.816,0.816,2,31,48,103,0.9,0.006,18,12
0.743,0.709,0.788,0.788,0,38,48,67,0.95,0.006,18,12
0.743,0.709,0.631,0.631,59,7,48,326,0.5,0.011,18,12
0.743,0.709,0.838,0.838,4,25,48,105,0.8,0.011,18,12
0.743,0.709,0.827,0.827,3,28,48,78,0.85,0.011,18,12
0.743,0.709,0.816,0.816,2,31,48,64,0.9,0.011,18,12
0.743,0.709,0.788,0.788,0,38,48,28,0.95,0.011,18,12
0.743,0.698,0.631,0.631,59,7,48,168,0.5,0.022,18,12
0.743,0.698,0.844,0.844,3,25,48,50,0.8,0.022,18,12
0.743,0.698,0.827,0.827,3,28,48,42,0.85,0.022,18,12
0.743,0.698,0.816,0.816,2,31,48,34,0.9,0.022,18,12
0.743,0.698,0.788,0.788,0,38,48,12,0.95,0.022,18,12
0.743,0.615,0.631,0.631,59,7,48,67,0.5,0.045,18,12
0.743,0.615,0.832,0.832,2,28,48,16,0.8,0.045,18,12
0.743,0.615,0.816,0.816,2,31,48,14,0.85,0.045,18,12
0.743,0.615,0.816,0.816,2,31,48,12,0.9,0.045,18,12
0.743,0.615,0.737,0.737,0,47,48,5,0.95,0.045,18,12
0.743,0.615,0.816,0.816,14,19,48,1,0.5,0.18,18,12
0.743,0.615,0.615,0.615,0,69,48,0,0.8,0.18,18,12
0.743,0.615,0.615,0.615,0,69,48,0,0.85,0.18,18,12
0.743,0.615,0.615,0.615,0,69,48,0,0.9,0.18,18,12
0.743,0.615,0.615,0.615,0,69,48,0,0.95,0.18,18,12
0.743,0.726,0.631,0.631,59,7,50,1219,0.5,0.0,18,14
0.743,0.726,0.832,0.832,5,25,50,572,0.8,0.0,18,14
0.743,0.726,0.832,0.832,4,26,50,486,0.85,0.0,18,14
0.743,0.726,0.81,0.81,3,31,50,445,0.9,0.0,18,14
0.743,0.726,0.788,0.799,0,36,50,415,0.95,0.0,18,14
0.743,0.726,0.631,0.631,59,7,50,997,0.5,0.001,18,14
0.743,0.726,0.832,0.832,5,25,50,350,0.8,0.001,18,14
0.743,0.726,0.832,0.832,4,26,50,264,0.85,0.001,18,14
0.743,0.726,0.81,0.81,3,31,50,223,0.9,0.001,18,14
0.743,0.726,0.788,0.799,0,36,50,193,0.95,0.001,18,14
0.743,0.726,0.631,0.631,59,7,50,839,0.5,0.003,18,14
0.743,0.726,0.832,0.832,5,25,50,288,0.8,0.003,18,14
0.743,0.726,0.832,0.832,4,26,50,202,0.85,0.003,18,14
0.743,0.726,0.81,0.81,3,31,50,161,0.9,0.003,18,14
0.743,0.726,0.788,0.799,0,36,50,131,0.95,0.003,18,14
0.743,0.726,0.631,0.631,59,7,50,584,0.5,0.006,18,14
0.743,0.726,0.832,0.832,5,25,50,225,0.8,0.006,18,14
0.743,0.726,0.832,0.832,4,26,50,139,0.85,0.006,18,14
0.743,0.726,0.81,0.81,3,31,50,98,0.9,0.006,18,14
0.743,0.726,0.788,0.799,0,36,50,68,0.95,0.006,18,14
0.743,0.709,0.631,0.631,59,7,50,321,0.5,0.011,18,14
0.743,0.709,0.832,0.832,5,25,50,107,0.8,0.011,18,14
0.743,0.709,0.821,0.821,4,28,50,76,0.85,0.011,18,14
0.743,0.709,0.81,0.81,3,31,50,59,0.9,0.011,18,14
0.743,0.709,0.788,0.788,0,38,50,29,0.95,0.011,18,14
0.743,0.698,0.631,0.631,59,7,50,160,0.5,0.022,18,14
0.743,0.698,0.844,0.844,3,25,50,46,0.8,0.022,18,14
0.743,0.698,0.827,0.827,3,28,50,38,0.85,0.022,18,14
0.743,0.698,0.816,0.816,2,31,50,31,0.9,0.022,18,14
0.743,0.698,0.788,0.788,0,38,50,12,0.95,0.022,18,14
0.743,0.615,0.631,0.631,59,7,50,63,0.5,0.045,18,14
0.743,0.615,0.832,0.832,2,28,50,14,0.8,0.045,18,14
0.743,0.615,0.816,0.816,2,31,50,12,0.85,0.045,18,14
0.743,0.615,0.816,0.816,2,31,50,11,0.9,0.045,18,14
0.743,0.615,0.737,0.737,0,47,50,4,0.95,0.045,18,14
0.743,0.615,0.816,0.816,14,19,50,1,0.5,0.18,18,14
0.743,0.615,0.615,0.615,0,69,50,0,0.8,0.18,18,14
0.743,0.615,0.615,0.615,0,69,50,0,0.85,0.18,18,14
0.743,0.615,0.615,0.615,0,69,50,0,0.9,0.18,18,14
0.743,0.615,0.615,0.615,0,69,50,0,0.95,0.18,18,14
0.743,0.743,0.631,0.631,59,7,52,1293,0.5,0.0,18,16
0.743,0.743,0.832,0.832,5,25,52,610,0.8,0.0,18,16
0.743,0.743,0.832,0.832,4,26,52,518,0.85,0.0,18,16
0.743,0.743,0.81,0.81,3,31,52,481,0.9,0.0,18,16
0.743,0.743,0.788,0.799,0,36,52,441,0.95,0.0,18,16
0.743,0.743,0.631,0.631,59,7,52,1063,0.5,0.001,18,16
0.743,0.743,0.832,0.832,5,25,52,380,0.8,0.001,18,16
0.743,0.743,0.832,0.832,4,26,52,288,0.85,0.001,18,16
0.743,0.743,0.81,0.81,3,31,52,251,0.9,0.001,18,16
0.743,0.743,0.788,0.799,0,36,52,211,0.95,0.001,18,16
0.743,0.743,0.631,0.631,59,7,52,892,0.5,0.003,18,16
0.743,0.743,0.832,0.832,5,25,52,316,0.8,0.003,18,16
0.743,0.743,0.832,0.832,4,26,52,224,0.85,0.003,18,16
0.743,0.743,0.81,0.81,3,31,52,187,0.9,0.003,18,16
0.743,0.743,0.788,0.799,0,36,52,147,0.95,0.003,18,16
0.743,0.743,0.631,0.631,59,7,52,617,0.5,0.006,18,16
0.743,0.743,0.832,0.832,5,25,52,246,0.8,0.006,18,16
0.743,0.743,0.832,0.832,4,26,52,154,0.85,0.006,18,16
0.743,0.743,0.81,0.81,3,31,52,117,0.9,0.006,18,16
0.743,0.743,0.788,0.799,0,36,52,77,0.95,0.006,18,16
0.743,0.726,0.631,0.631,59,7,52,334,0.5,0.011,18,16
0.743,0.726,0.832,0.832,5,25,52,118,0.8,0.011,18,16
0.743,0.726,0.821,0.821,4,28,52,86,0.85,0.011,18,16
0.743,0.726,0.81,0.81,3,31,52,71,0.9,0.011,18,16
0.743,0.726,0.788,0.788,0,38,52,31,0.95,0.011,18,16
0.743,0.698,0.631,0.631,59,7,52,169,0.5,0.022,18,16
0.743,0.698,0.844,0.844,3,25,52,55,0.8,0.022,18,16
0.743,0.698,0.827,0.827,3,28,52,46,0.85,0.022,18,16
0.743,0.698,0.816,0.816,2,31,52,38,0.9,0.022,18,16
0.743,0.698,0.788,0.788,0,38,52,13,0.95,0.022,18,16
0.743,0.615,0.631,0.631,59,7,52,64,0.5,0.045,18,16
0.743,0.615,0.832,0.832,2,28,52,16,0.8,0.045,18,16
0.743,0.615,0.816,0.816,2,31,52,14,0.85,0.045,18,16
0.743,0.615,0.816,0.816,2,31,52,13,0.9,0.045,18,16
0.743,0.615,0.737,0.737,0,47,52,4,0.95,0.045,18,16
0.743,0.615,0.816,0.816,14,19,52,1,0.5,0.18,18,16
0.743,0.615,0.615,0.615,0,69,52,0,0.8,0.18,18,16
0.743,0.615,0.615,0.615,0,69,52,0,0.85,0.18,18,16
0.743,0.615,0.615,0.615,0,69,52,0,0.9,0.18,18,16
0.743,0.615,0.615,0.615,0,69,52,0,0.95,0.18,18,16
0.743,0.743,0.631,0.631,59,7,54,1312,0.5,0.0,18,18
0.743,0.743,0.832,0.832,5,25,54,618,0.8,0.0,18,18
0.743,0.743,0.832,0.832,4,26,54,525,0.85,0.0,18,18
0.743,0.743,0.81,0.81,3,31,54,487,0.9,0.0,18,18
0.743,0.743,0.788,0.799,0,36,54,449,0.95,0.0,18,18
0.743,0.743,0.631,0.631,59,7,54,1077,0.5,0.001,18,18
0.743,0.743,0.832,0.832,5,25,54,383,0.8,0.001,18,18
0.743,0.743,0.832,0.832,4,26,54,290,0.85,0.001,18,18
0.743,0.743,0.81,0.81,3,31,54,252,0.9,0.001,18,18
0.743,0.743,0.788,0.799,0,36,54,214,0.95,0.001,18,18
0.743,0.743,0.631,0.631,59,7,54,900,0.5,0.003,18,18
0.743,0.743,0.832,0.832,5,25,54,317,0.8,0.003,18,18
0.743,0.743,0.832,0.832,4,26,54,224,0.85,0.003,18,18
0.743,0.743,0.81,0.81,3,31,54,186,0.9,0.003,18,18
0.743,0.743,0.788,0.799,0,36,54,148,0.95,0.003,18,18
0.743,0.743,0.631,0.631,59,7,54,620,0.5,0.006,18,18
0.743,0.743,0.832,0.832,5,25,54,247,0.8,0.006,18,18
0.743,0.743,0.832,0.832,4,26,54,154,0.85,0.006,18,18
0.743,0.743,0.81,0.81,3,31,54,116,0.9,0.006,18,18
0.743,0.743,0.788,0.799,0,36,54,78,0.95,0.006,18,18
0.743,0.726,0.631,0.631,59,7,54,339,0.5,0.011,18,18
0.743,0.726,0.832,0.832,5,25,54,114,0.8,0.011,18,18
0.743,0.726,0.821,0.821,4,28,54,81,0.85,0.011,18,18
0.743,0.726,0.81,0.81,3,31,54,68,0.9,0.011,18,18
0.743,0.726,0.788,0.788,0,38,54,30,0.95,0.011,18,18
0.743,0.698,0.631,0.631,59,7,54,161,0.5,0.022,18,18
0.743,0.698,0.844,0.844,3,25,54,52,0.8,0.022,18,18
0.743,0.698,0.827,0.827,3,28,54,43,0.85,0.022,18,18
0.743,0.698,0.816,0.816,2,31,54,37,0.9,0.022,18,18
0.743,0.698,0.788,0.788,0,38,54,12,0.95,0.022,18,18
0.743,0.615,0.631,0.631,59,7,54,65,0.5,0.045,18,18
0.743,0.615,0.832,0.832,2,28,54,16,0.8,0.045,18,18
0.743,0.615,0.816,0.816,2,31,54,14,0.85,0.045,18,18
0.743,0.615,0.816,0.816,2,31,54,13,0.9,0.045,18,18
0.743,0.615,0.737,0.737,0,47,54,4,0.95,0.045,18,18
0.743,0.615,0.816,0.816,14,19,54,1,0.5,0.18,18,18
0.743,0.615,0.615,0.615,0,69,54,0,0.8,0.18,18,18
0.743,0.615,0.615,0.615,0,69,54,0,0.85,0.18,18,18
0.743,0.615,0.615,0.615,0,69,54,0,0.9,0.18,18,18
0.743,0.615,0.615,0.615,0,69,54,0,0.95,0.18,18,18
